1.0,0.0,0.0,0.0,0.0,0.0
2.0,3.3184662854149064e-5,-0.0001862770229923141,-0.13694251613978647,0.1367408798040657,-2.7338179708991013
3.0,-0.0067704442139286,0.006604454791736269,-0.34940333598132617,0.32124351604716783,-3.685052638960513
4.0,-0.024232836882593405,0.02258520077715585,-0.5553660110413642,0.5331743273488208,-4.369471068569015
5.0,-0.05204008502278497,0.0490771293507042,-0.7971278248733918,0.746482926150801,-4.717781761725861
6.0,-0.09178891470750018,0.08655770073294573,-0.9805747280450479,0.9396671531174363,-4.867276481204467
7.0,-0.14080247381223004,0.13355227715968632,-1.1694318627668066,1.0952516851752645,-4.925147273928786
8.0,-0.1992606927034373,0.18840747742970174,-1.3341302896390659,1.20028754448814,-4.949382099666893
9.0,-0.26596211947085907,0.24823863725993783,-1.455129672516723,1.2454029280886838,-4.959805875625817
10.0,-0.33865680636436213,0.3103871609554731,-1.6183930063403267,1.2277495747862828,-4.963480864130942
11.0,-0.4195871548608218,0.3718199873556403,-1.7111479701647663,1.1501894935549895,-4.9644695273702215
12.0,-0.5049960786064792,0.42938411785009695,-1.7798687092454204,1.0201118939344838,-4.9631538084864655
13.0,-0.5939829272689005,0.4805967241052395,-1.8074104342747404,0.8476687404683236,-4.959300796963398
14.0,-0.6843622708447349,0.5230283285213498,-1.843895706257211,0.6431836265600449,-4.951687081103563
15.0,-0.7766854754366941,0.5550935406710138,-1.8799131306212546,0.4155597304681654,-4.936487172358397
16.0,-0.870489542393395,0.5759240709308925,-1.8851833326092007,0.17153932287009596,-4.903085511876642
17.0,-0.964728211248214,0.584518317411154,-1.8645888759796787,-0.08472216813166795,-4.808803973313172
18.0,-1.0579505676165804,0.5802254696968023,-1.867860700976576,-0.356667395553171,-4.454104342681334
19.0,-1.1513515764001625,0.5624957464690031,-1.7800850572192235,-0.6852958453803998,-2.6840884726353496
20.0,-1.2403982247958472,0.5282365888698833,-1.5336952627356026,-1.1835782234549548,2.5376968404398834
21.0,-1.317138390341672,0.46906437167637766,-1.1732667816007372,-1.7585569231542708,4.57537156799468
22.0,-1.375775595159824,0.38117915939411995,-0.799717877868375,-2.3566133744114732,4.842305375520208
23.0,-1.4158454631688366,0.26352611533819287,-0.3021805243448704,-2.959782753381109,4.907811726070374
24.0,-1.4308024115908689,0.11556809025022287,0.1212839023657774,-3.5236587440194342,4.93927738385762
25.0,-1.4246498410495443,-0.06068679201360895,0.4892605840209417,-3.9462108050835276,4.957883621078447
26.0,-1.4003138817934566,-0.2579150340131383,0.6677770242446354,-4.084759013415876,4.96942362402814
27.0,-1.3668511106914443,-0.46208456061070724,0.6093316784334606,-3.880365862778764,4.976213646881658
28.0,-1.336287490514844,-0.6561198087731206,0.3648850147302073,-3.4491053053683554,4.979834325022868
29.0,-1.318025855606633,-0.8287921471339381,0.09184759936074796,-2.946132488446644,4.981235682793811
30.0,-1.313405932176079,-0.9761279864276218,-0.076418391723587,-2.4458071308880873,4.980980504200665
31.0,-1.3171615001228338,-1.0983204467459213,-0.17515342274981294,-1.9637345049360957,4.97938041262654
32.0,-1.3259671259845023,-1.196609211688563,-0.24684688745885602,-1.49565280668041,4.976344114112943
33.0,-1.3381727574010873,-1.271428691136664,-0.24732467307804917,-1.034607409258744,4.971223103242636
34.0,-1.3504763329971945,-1.323251423851494,-0.22491951371691624,-0.5748456488656137,4.962368003849967
35.0,-1.3616555318273016,-1.3519159739528916,-0.15028677924090056,-0.11350588472633183,4.944966753059722
36.0,-1.369135447604782,-1.3575493915424781,-0.11965651972088973,0.34984413275991116,4.908098539314921
37.0,-1.375172369016309,-1.3400004968845893,-0.043095744503946265,0.8150020003831843,4.804493645387172
38.0,-1.3772432877282363,-1.2992894100056005,-0.017537230160127815,1.2833149054944517,4.397432856417822
39.0,-1.3781148083226147,-1.2349302240952196,-0.03875294868462152,1.7687792784674767,2.297435882941026
40.0,-1.380106512592312,-1.1464054167509858,-0.2631758159171656,2.304873320354841,-2.3654794592898387
41.0,-1.3933019701790166,-1.0309308168237348,-0.6199637182781089,2.8987940682491504,-4.538289165205213
42.0,-1.4242362012189695,-0.8859399135454045,-1.125268036376476,3.562165936374737,-4.850938643115296
43.0,-1.480645822223876,-0.7079589730928714,-1.7506123948129688,4.328923376868805,-4.917676150079031
44.0,-1.5681040680557867,-0.49164059022255163,-2.5753881883296157,5.234728967767632,-4.940653765302572
45.0,-1.6969832827774811,-0.22985957631955078,-3.4925391765885356,6.258089545942439,-4.9489559246309405
46.0,-1.8717242788861805,0.08318079158939304,-4.2151922972296605,7.11239430700432,-4.950623980408033
47.0,-2.0824676381431897,0.4388814373256321,-4.206052740809691,7.067762854673132,-4.948246105629327
48.0,-2.2928124064901585,0.792228180601272,-3.3792403942199014,6.090059927124508,-4.943906989495134
49.0,-2.4615855382031766,1.096911149345432,-2.511097831480737,5.126578822468803,-4.937163789381989
50.0,-2.5871682159505034,1.3533144382706979,-1.8693816134117123,4.404457114793288,-4.922232540682328
51.0,-2.68063906648143,1.573417448838016,-1.4421719499034997,3.8366140275339404,-4.888863361974985
